37: 1,6; 1,8; 1,9; 2,7; 2,9; 2,10; 3,7; 3,11; 3,12; 4,8; 4,9; 4,11; 5,10; 5,11; 5,12; 6,10; 6,12; 7,8
38: 1,6; 1,8; 1,9; 2,7; 2,9; 2,10; 3,7; 3,11; 3,12; 4,8; 4,10; 4,11; 5,9; 5,11; 5,12; 6,10; 6,12; 7,8
39: 1,6; 1,8; 1,9; 2,7; 2,10; 2,12; 3,7; 3,11; 3,12; 4,8; 4,9; 4,10; 5,9; 5,10; 5,11; 6,11; 6,12; 7,8
40: 1,6; 1,8; 1,12; 2,7; 2,9; 2,10; 3,7; 3,11; 3,12; 4,8; 4,9; 4,10; 5,9; 5,11; 5,12; 6,10; 6,11; 7,8
41: 1,6; 1,8; 1,9; 2,7; 2,9; 2,10; 3,7; 3,10; 3,12; 4,8; 4,11; 4,12; 5,10; 5,11; 5,12; 6,9; 6,11; 7,8
42: 1,6; 1,8; 1,9; 2,7; 2,9; 2,10; 3,7; 3,11; 3,12; 4,8; 4,10; 4,12; 5,10; 5,11; 5,12; 6,9; 6,11; 7,8
43: 1,6; 1,10; 1,12; 2,7; 2,8; 2,9; 3,7; 3,9; 3,10; 4,8; 4,9; 4,11; 5,10; 5,11; 5,12; 6,11; 6,12; 7,8
44: 1,6; 1,10; 1,12; 2,7; 2,8; 2,9; 3,7; 3,9; 3,10; 4,8; 4,11; 4,12; 5,9; 5,10; 5,11; 6,11; 6,12; 7,8
45: 1,6; 1,9; 1,10; 2,7; 2,8; 2,9; 3,7; 3,10; 3,12; 4,8; 4,11; 4,12; 5,10; 5,11; 5,12; 6,9; 6,11; 7,8
46: 1,6; 1,9; 1,11; 2,7; 2,9; 2,10; 3,7; 3,11; 3,12; 4,8; 4,9; 4,10; 5,8; 5,11; 5,12; 6,10; 6,12; 7,8
47: 1,6; 1,10; 1,12; 2,7; 2,9; 2,10; 3,7; 3,9; 3,11; 4,8; 4,9; 4,10; 5,8; 5,11; 5,12; 6,11; 6,12; 7,8
48: 1,6; 1,8; 1,9; 2,7; 2,9; 2,10; 3,7; 3,9; 3,12; 4,10; 4,11; 4,12; 5,10; 5,11; 5,12; 6,8; 6,11; 7,8
49: 1,6; 1,8; 1,9; 2,7; 2,9; 2,10; 3,7; 3,10; 3,12; 4,9; 4,11; 4,12; 5,10; 5,11; 5,12; 6,8; 6,11; 7,8
50: 1,6; 1,7; 1,9; 2,6; 2,11; 2,12; 3,7; 3,9; 3,10; 4,8; 4,10; 4,11; 5,8; 5,11; 5,12; 6,9; 7,10; 8,12
51: 1,6; 1,7; 1,10; 2,6; 2,9; 2,12; 3,7; 3,9; 3,10; 4,8; 4,10; 4,11; 5,8; 5,11; 5,12; 6,9; 7,11; 8,12
52: 1,6; 1,7; 1,10; 2,6; 2,9; 2,10; 3,7; 3,10; 3,11; 4,8; 4,9; 4,12; 5,8; 5,11; 5,12; 6,9; 7,11; 8,12
53: 1,5; 1,8; 1,10; 2,6; 2,8; 2,9; 3,7; 3,8; 3,9; 4,10; 4,11; 4,12; 5,9; 5,11; 6,10; 6,12; 7,11; 7,12
54: 1,5; 1,8; 1,9; 2,6; 2,8; 2,9; 3,7; 3,9; 3,10; 4,8; 4,10; 4,11; 5,10; 5,12; 6,11; 6,12; 7,11; 7,12
55: 1,5; 1,8; 1,9; 2,6; 2,8; 2,9; 3,7; 3,9; 3,10; 4,8; 4,11; 4,12; 5,10; 5,11; 6,10; 6,12; 7,11; 7,12
56: 1,5; 1,8; 1,9; 2,6; 2,8; 2,9; 3,7; 3,9; 3,12; 4,8; 4,10; 4,12; 5,10; 5,11; 6,10; 6,11; 7,11; 7,12
57: 1,5; 1,8; 1,10; 2,6; 2,8; 2,9; 3,7; 3,9; 3,10; 4,8; 4,11; 4,12; 5,9; 5,11; 6,10; 6,12; 7,11; 7,12
58: 1,5; 1,8; 1,11; 2,6; 2,8; 2,9; 3,7; 3,9; 3,12; 4,8; 4,10; 4,11; 5,9; 5,10; 6,10; 6,12; 7,11; 7,12
59: 1,5; 1,8; 1,11; 2,6; 2,8; 2,9; 3,7; 3,9; 3,12; 4,8; 4,10; 4,12; 5,9; 5,10; 6,10; 6,11; 7,11; 7,12
60: 1,5; 1,8; 1,11; 2,6; 2,8; 2,9; 3,7; 3,9; 3,12; 4,8; 4,10; 4,12; 5,9; 5,10; 6,11; 6,12; 7,10; 7,11
61: 1,5; 1,8; 1,10; 2,6; 2,8; 2,9; 3,7; 3,10; 3,12; 4,8; 4,9; 4,11; 5,9; 5,12; 6,10; 6,11; 7,11; 7,12
62: 1,5; 1,8; 1,9; 2,6; 2,8; 2,10; 3,7; 3,10; 3,12; 4,8; 4,11; 4,12; 5,9; 5,10; 6,9; 6,11; 7,11; 7,12
63: 1,5; 1,8; 1,9; 2,6; 2,8; 2,10; 3,7; 3,10; 3,12; 4,8; 4,11; 4,12; 5,9; 5,11; 6,9; 6,10; 7,11; 7,12
64: 1,5; 1,8; 1,9; 2,6; 2,8; 2,9; 3,7; 3,10; 3,12; 4,9; 4,10; 4,11; 5,8; 5,10; 6,11; 6,12; 7,11; 7,12
65: 1,5; 1,8; 1,9; 2,6; 2,8; 2,11; 3,7; 3,9; 3,10; 4,10; 4,11; 4,12; 5,8; 5,9; 6,10; 6,12; 7,11; 7,12
66: 1,5; 1,8; 1,9; 2,6; 2,8; 2,10; 3,7; 3,10; 3,12; 4,10; 4,11; 4,12; 5,8; 5,9; 6,9; 6,11; 7,11; 7,12
67: 1,5; 1,8; 1,9; 2,6; 2,9; 2,10; 3,7; 3,9; 3,12; 4,8; 4,10; 4,12; 5,8; 5,11; 6,10; 6,11; 7,11; 7,12
68: 1,5; 1,8; 1,9; 2,6; 2,9; 2,10; 3,7; 3,10; 3,12; 4,8; 4,11; 4,12; 5,8; 5,9; 6,10; 6,11; 7,11; 7,12
69: 1,5; 1,8; 1,9; 2,6; 2,9; 2,10; 3,7; 3,11; 3,12; 4,8; 4,10; 4,12; 5,8; 5,9; 6,10; 6,11; 7,11; 7,12
70: 1,5; 1,8; 1,9; 2,6; 2,10; 2,11; 3,7; 3,10; 3,12; 4,8; 4,9; 4,10; 5,8; 5,9; 6,11; 6,12; 7,11; 7,12
71: 1,5; 1,8; 1,9; 2,6; 2,9; 2,10; 3,7; 3,10; 3,12; 4,8; 4,11; 4,12; 5,8; 5,10; 6,9; 6,11; 7,11; 7,12
72: 1,5; 1,7; 1,9; 2,6; 2,8; 2,12; 3,7; 3,9; 3,10; 4,8; 4,10; 4,11; 5,9; 5,12; 6,11; 6,12; 7,10; 8,11
73: 1,5; 1,7; 1,12; 2,6; 2,9; 2,12; 3,7; 3,8; 3,9; 4,8; 4,10; 4,11; 5,9; 5,10; 6,11; 6,12; 7,10; 8,11
74: 1,5; 1,7; 1,12; 2,6; 2,9; 2,10; 3,7; 3,8; 3,9; 4,8; 4,10; 4,11; 5,11; 5,12; 6,9; 6,11; 7,10; 8,12
75: 1,5; 1,7; 1,9; 2,6; 2,9; 2,11; 3,7; 3,8; 3,10; 4,8; 4,11; 4,12; 5,10; 5,12; 6,10; 6,11; 7,9; 8,12
76: 1,5; 1,7; 1,10; 2,6; 2,9; 2,12; 3,7; 3,8; 3,9; 4,8; 4,10; 4,11; 5,10; 5,12; 6,11; 6,12; 7,9; 8,11
77: 1,5; 1,7; 1,9; 2,6; 2,10; 2,12; 3,7; 3,8; 3,10; 4,8; 4,9; 4,11; 5,10; 5,11; 6,11; 6,12; 7,9; 8,12
78: 1,5; 1,9; 1,10; 2,6; 2,10; 2,12; 3,7; 3,8; 3,9; 4,7; 4,8; 4,12; 5,9; 5,11; 6,11; 6,12; 7,10; 8,11
79: 1,5; 1,7; 1,9; 2,6; 2,8; 2,12; 3,8; 3,10; 3,11; 4,9; 4,10; 4,11; 5,7; 5,9; 6,11; 6,12; 7,10; 8,12
80: 1,5; 1,7; 1,9; 2,6; 2,9; 2,10; 3,8; 3,11; 3,12; 4,8; 4,11; 4,12; 5,7; 5,9; 6,10; 6,11; 7,10; 8,12
81: 1,5; 1,7; 1,9; 2,6; 2,9; 2,11; 3,8; 3,10; 3,11; 4,8; 4,11; 4,12; 5,7; 5,9; 6,10; 6,12; 7,10; 8,12
82: 1,5; 1,7; 1,9; 2,6; 2,10; 2,12; 3,8; 3,9; 3,10; 4,8; 4,10; 4,11; 5,7; 5,9; 6,11; 6,12; 7,11; 8,12
83: 1,5; 1,7; 1,9; 2,6; 2,10; 2,11; 3,8; 3,9; 3,10; 4,8; 4,11; 4,12; 5,7; 5,9; 6,10; 6,12; 7,11; 8,12
84: 1,5; 1,7; 1,9; 2,6; 2,10; 2,11; 3,8; 3,9; 3,10; 4,8; 4,11; 4,12; 5,7; 5,9; 6,11; 6,12; 7,10; 8,12
85: 1,5; 1,7; 1,9; 2,6; 2,10; 2,11; 3,8; 3,9; 3,12; 4,8; 4,11; 4,12; 5,7; 5,9; 6,10; 6,11; 7,10; 8,12
