27: 1,7; 1,8; 1,9; 2,8; 2,11; 2,13; 3,9; 3,12; 3,14; 4,10; 4,11; 4,12; 5,10; 5,11; 5,12; 6,10; 6,13; 6,14; 7,13; 7,14; 8,9
28: 1,7; 1,8; 1,9; 2,8; 2,12; 2,13; 3,9; 3,13; 3,14; 4,10; 4,11; 4,12; 5,10; 5,11; 5,12; 6,10; 6,11; 6,14; 7,13; 7,14; 8,9
29: 1,7; 1,9; 1,10; 2,8; 2,9; 2,10; 3,8; 3,10; 3,11; 4,9; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,13; 8,14
30: 1,7; 1,9; 1,10; 2,8; 2,9; 2,10; 3,8; 3,10; 3,11; 4,9; 4,12; 4,13; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,12; 8,14
31: 1,7; 1,9; 1,10; 2,8; 2,9; 2,11; 3,8; 3,10; 3,11; 4,9; 4,10; 4,12; 5,11; 5,12; 5,13; 6,12; 6,13; 6,14; 7,13; 7,14; 8,14
32: 1,7; 1,9; 1,10; 2,8; 2,9; 2,13; 3,8; 3,10; 3,12; 4,9; 4,11; 4,12; 5,10; 5,11; 5,14; 6,12; 6,13; 6,14; 7,13; 7,14; 8,11
33: 1,7; 1,9; 1,11; 2,8; 2,9; 2,10; 3,8; 3,11; 3,12; 4,9; 4,11; 4,13; 5,10; 5,13; 5,14; 6,12; 6,13; 6,14; 7,10; 7,12; 8,14
34: 1,7; 1,9; 1,11; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,12; 5,14; 6,11; 6,12; 6,13; 7,10; 7,13; 8,14
35: 1,7; 1,9; 1,11; 2,8; 2,9; 2,10; 3,8; 3,12; 3,13; 4,9; 4,13; 4,14; 5,10; 5,11; 5,12; 6,11; 6,13; 6,14; 7,10; 7,12; 8,14
36: 1,7; 1,9; 1,11; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,12; 4,13; 5,10; 5,11; 5,13; 6,11; 6,12; 6,14; 7,10; 7,14; 8,12
37: 1,7; 1,10; 1,14; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,12; 8,13
38: 1,7; 1,10; 1,14; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,13; 8,11
39: 1,7; 1,10; 1,14; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,12; 4,14; 5,11; 5,12; 5,13; 6,11; 6,12; 6,13; 7,13; 7,14; 8,11
40: 1,7; 1,10; 1,14; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,11; 4,13; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,12; 8,11
41: 1,7; 1,10; 1,14; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,12; 4,13; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,12; 8,11
42: 1,7; 1,10; 1,14; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,13; 4,14; 5,11; 5,12; 5,13; 6,12; 6,13; 6,14; 7,11; 7,12; 8,11
43: 1,7; 1,10; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,11; 4,9; 4,10; 4,11; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,14; 8,13
44: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,10; 4,11; 5,11; 5,12; 5,13; 6,12; 6,13; 6,14; 7,13; 7,14; 8,14
45: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,10; 4,11; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,13; 8,14
46: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,10; 4,11; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,13; 7,14; 8,11
47: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,11; 4,14; 5,10; 5,12; 5,13; 6,12; 6,13; 6,14; 7,13; 7,14; 8,11
48: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,11; 4,13; 5,10; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,14; 8,11
49: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,12; 4,13; 5,10; 5,12; 5,14; 6,11; 6,13; 6,14; 7,13; 7,14; 8,11
50: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,12; 4,13; 5,10; 5,13; 5,14; 6,11; 6,12; 6,14; 7,13; 7,14; 8,11
51: 1,7; 1,12; 1,13; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,11; 4,12; 5,10; 5,12; 5,14; 6,11; 6,13; 6,14; 7,13; 7,14; 8,11
52: 1,7; 1,12; 1,13; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,11; 4,12; 5,10; 5,13; 5,14; 6,11; 6,13; 6,14; 7,12; 7,14; 8,11
53: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,9; 4,13; 4,14; 5,10; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,12; 8,11
54: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,9; 3,11; 4,9; 4,13; 4,14; 5,11; 5,12; 5,13; 6,12; 6,13; 6,14; 7,10; 7,12; 8,14
55: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,9; 3,11; 4,9; 4,13; 4,14; 5,11; 5,12; 5,14; 6,12; 6,13; 6,14; 7,10; 7,13; 8,12
56: 1,7; 1,9; 1,10; 2,8; 2,10; 2,11; 3,8; 3,10; 3,12; 4,9; 4,11; 4,12; 5,9; 5,13; 5,14; 6,11; 6,13; 6,14; 7,12; 7,14; 8,13
57: 1,7; 1,9; 1,10; 2,8; 2,10; 2,11; 3,8; 3,11; 3,12; 4,9; 4,10; 4,11; 5,9; 5,12; 5,14; 6,12; 6,13; 6,14; 7,13; 7,14; 8,13
58: 1,7; 1,9; 1,10; 2,8; 2,10; 2,11; 3,8; 3,11; 3,12; 4,9; 4,10; 4,11; 5,9; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,14; 8,13
59: 1,7; 1,9; 1,10; 2,8; 2,10; 2,13; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,11; 5,12; 6,11; 6,12; 6,13; 7,12; 7,14; 8,14
60: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,13; 3,14; 4,9; 4,10; 4,14; 5,9; 5,11; 5,12; 6,11; 6,13; 6,14; 7,12; 7,13; 8,11
61: 1,7; 1,9; 1,10; 2,8; 2,11; 2,12; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,12; 6,13; 6,14; 7,12; 7,13; 8,14
62: 1,7; 1,9; 1,10; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,14; 6,11; 6,12; 6,13; 7,11; 7,12; 8,14
63: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,11; 3,14; 4,9; 4,11; 4,12; 5,9; 5,12; 5,13; 6,10; 6,13; 6,14; 7,13; 7,14; 8,11
64: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,9; 5,11; 5,14; 6,10; 6,12; 6,13; 7,13; 7,14; 8,11
65: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,12; 3,13; 4,9; 4,11; 4,12; 5,9; 5,13; 5,14; 6,10; 6,11; 6,14; 7,13; 7,14; 8,11
66: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,9; 5,12; 5,13; 6,10; 6,11; 6,14; 7,13; 7,14; 8,11
67: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,9; 5,13; 5,14; 6,10; 6,11; 6,14; 7,12; 7,13; 8,11
68: 1,7; 1,9; 1,10; 2,8; 2,11; 2,12; 3,8; 3,12; 3,13; 4,9; 4,10; 4,11; 5,9; 5,13; 5,14; 6,10; 6,13; 6,14; 7,11; 7,12; 8,14
69: 1,7; 1,9; 1,10; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,11; 5,12; 6,10; 6,12; 6,14; 7,11; 7,13; 8,14
70: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,11; 3,12; 4,9; 4,10; 4,12; 5,9; 5,11; 5,13; 6,12; 6,13; 6,14; 7,13; 7,14; 8,14
71: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,10; 4,12; 5,9; 5,12; 5,13; 6,11; 6,12; 6,13; 7,11; 7,14; 8,14
72: 1,7; 1,10; 1,12; 2,8; 2,9; 2,10; 3,8; 3,12; 3,14; 4,9; 4,10; 4,11; 5,9; 5,13; 5,14; 6,11; 6,13; 6,14; 7,11; 7,12; 8,13
73: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,10; 3,13; 4,9; 4,10; 4,11; 5,9; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,14; 8,11
74: 1,7; 1,11; 1,14; 2,8; 2,9; 2,10; 3,8; 3,10; 3,12; 4,9; 4,10; 4,11; 5,9; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,13; 8,11
75: 1,7; 1,12; 1,14; 2,8; 2,9; 2,10; 3,8; 3,11; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,13; 6,11; 6,12; 6,13; 7,13; 7,14; 8,12
76: 1,7; 1,13; 1,14; 2,8; 2,9; 2,10; 3,8; 3,11; 3,12; 4,9; 4,10; 4,12; 5,9; 5,10; 5,14; 6,11; 6,12; 6,13; 7,13; 7,14; 8,11
77: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,11; 3,13; 4,9; 4,11; 4,14; 5,9; 5,12; 5,13; 6,10; 6,13; 6,14; 7,12; 7,14; 8,12
78: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,12; 3,14; 4,9; 4,11; 4,12; 5,9; 5,11; 5,12; 6,10; 6,13; 6,14; 7,13; 7,14; 8,13
79: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,11; 4,13; 5,9; 5,12; 5,14; 6,10; 6,11; 6,12; 7,12; 7,13; 8,14
80: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,9; 5,12; 5,14; 6,10; 6,12; 6,13; 7,11; 7,13; 8,14
81: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,11; 4,13; 5,9; 5,12; 5,14; 6,10; 6,12; 6,13; 7,11; 7,12; 8,14
82: 1,7; 1,12; 1,13; 2,8; 2,9; 2,10; 3,8; 3,10; 3,11; 4,9; 4,11; 4,12; 5,9; 5,11; 5,14; 6,10; 6,13; 6,14; 7,13; 7,14; 8,12
83: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,12; 3,13; 4,9; 4,10; 4,11; 5,9; 5,11; 5,12; 6,10; 6,13; 6,14; 7,13; 7,14; 8,14
84: 1,7; 1,13; 1,14; 2,8; 2,9; 2,10; 3,8; 3,11; 3,12; 4,9; 4,10; 4,11; 5,9; 5,11; 5,12; 6,10; 6,12; 6,13; 7,13; 7,14; 8,14
85: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,12; 3,14; 4,9; 4,10; 4,11; 5,9; 5,13; 5,14; 6,10; 6,13; 6,14; 7,11; 7,12; 8,13
86: 1,7; 1,11; 1,14; 2,8; 2,9; 2,10; 3,8; 3,12; 3,14; 4,9; 4,10; 4,11; 5,9; 5,12; 5,13; 6,10; 6,12; 6,13; 7,13; 7,14; 8,11
87: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,12; 5,13; 6,10; 6,13; 6,14; 7,12; 7,14; 8,11
88: 1,7; 1,12; 1,14; 2,8; 2,9; 2,10; 3,8; 3,12; 3,13; 4,9; 4,10; 4,14; 5,9; 5,11; 5,12; 6,10; 6,11; 6,13; 7,13; 7,14; 8,11
89: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,9; 5,12; 5,14; 6,11; 6,12; 6,13; 7,10; 7,13; 8,14
90: 1,7; 1,12; 1,13; 2,8; 2,10; 2,12; 3,8; 3,11; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,13; 6,14; 7,13; 7,14; 8,12
91: 1,7; 1,11; 1,12; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,10; 6,12; 7,13; 7,14; 8,14
92: 1,7; 1,11; 1,12; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,10; 6,14; 7,12; 7,13; 8,14
93: 1,7; 1,11; 1,12; 2,8; 2,13; 2,14; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,10; 6,12; 7,12; 7,13; 8,14
94: 1,7; 1,12; 1,13; 2,8; 2,11; 2,12; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,10; 6,12; 7,13; 7,14; 8,14
95: 1,7; 1,13; 1,14; 2,8; 2,11; 2,12; 3,8; 3,12; 3,13; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,10; 6,12; 7,13; 7,14; 8,14
96: 1,7; 1,12; 1,14; 2,8; 2,11; 2,12; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,10; 6,13; 7,13; 7,14; 8,12
97: 1,7; 1,12; 1,14; 2,8; 2,11; 2,14; 3,8; 3,12; 3,13; 4,9; 4,10; 4,11; 5,9; 5,10; 5,11; 6,9; 6,10; 6,13; 7,13; 7,14; 8,12
98: 1,7; 1,9; 1,10; 2,8; 2,9; 2,10; 3,8; 3,10; 3,11; 4,11; 4,12; 4,13; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,9; 7,12; 8,14
99: 1,7; 1,9; 1,10; 2,8; 2,9; 2,11; 3,8; 3,10; 3,11; 4,10; 4,11; 4,12; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,9; 7,14; 8,13
100: 1,7; 1,9; 1,10; 2,8; 2,9; 2,12; 3,8; 3,10; 3,14; 4,10; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,9; 7,13; 8,11
101: 1,7; 1,9; 1,10; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,10; 5,11; 5,12; 6,11; 6,12; 6,13; 7,9; 7,14; 8,14
102: 1,7; 1,9; 1,10; 2,8; 2,12; 2,14; 3,8; 3,13; 3,14; 4,9; 4,10; 4,11; 5,10; 5,12; 5,13; 6,11; 6,12; 6,13; 7,9; 7,11; 8,14
103: 1,7; 1,9; 1,10; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,11; 5,12; 6,10; 6,11; 6,13; 7,9; 7,14; 8,14
104: 1,7; 1,9; 1,10; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,12; 4,14; 5,10; 5,11; 5,12; 6,10; 6,11; 6,13; 7,9; 7,11; 8,14
105: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,11; 3,14; 4,9; 4,11; 4,13; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,9; 7,10; 8,11
106: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,12; 3,14; 4,9; 4,11; 4,13; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,9; 7,10; 8,11
107: 1,7; 1,9; 1,10; 2,8; 2,10; 2,12; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,9; 7,10; 8,11
108: 1,7; 1,9; 1,10; 2,8; 2,10; 2,13; 3,8; 3,12; 3,14; 4,9; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,9; 7,10; 8,11
109: 1,7; 1,9; 1,10; 2,8; 2,11; 2,12; 3,8; 3,13; 3,14; 4,9; 4,11; 4,13; 5,10; 5,12; 5,13; 6,11; 6,12; 6,14; 7,9; 7,10; 8,14
110: 1,7; 1,9; 1,10; 2,8; 2,12; 2,13; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,11; 5,13; 6,11; 6,12; 6,14; 7,9; 7,10; 8,14
111: 1,7; 1,9; 1,10; 2,8; 2,12; 2,14; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,11; 5,13; 6,11; 6,12; 6,13; 7,9; 7,10; 8,14
112: 1,7; 1,9; 1,10; 2,8; 2,13; 2,14; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,11; 5,12; 6,11; 6,12; 6,13; 7,9; 7,10; 8,14
113: 1,7; 1,9; 1,10; 2,8; 2,11; 2,12; 3,8; 3,13; 3,14; 4,9; 4,11; 4,14; 5,10; 5,12; 5,13; 6,12; 6,13; 6,14; 7,9; 7,10; 8,11
114: 1,7; 1,9; 1,10; 2,8; 2,11; 2,14; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,12; 5,13; 6,12; 6,13; 6,14; 7,9; 7,10; 8,11
115: 1,7; 1,9; 1,10; 2,8; 2,12; 2,14; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,11; 5,13; 6,12; 6,13; 6,14; 7,9; 7,10; 8,11
116: 1,7; 1,9; 1,10; 2,8; 2,12; 2,14; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,12; 5,13; 6,11; 6,13; 6,14; 7,9; 7,10; 8,11
117: 1,7; 1,9; 1,10; 2,8; 2,13; 2,14; 3,8; 3,13; 3,14; 4,9; 4,11; 4,12; 5,10; 5,12; 5,13; 6,11; 6,12; 6,14; 7,9; 7,10; 8,11
118: 1,7; 1,9; 1,13; 2,8; 2,9; 2,10; 3,8; 3,10; 3,12; 4,11; 4,12; 4,14; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,10; 7,11; 8,9
119: 1,7; 1,9; 1,10; 2,8; 2,9; 2,11; 3,8; 3,12; 3,13; 4,10; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,10; 7,14; 8,9
120: 1,7; 1,9; 1,10; 2,8; 2,9; 2,13; 3,8; 3,11; 3,12; 4,10; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,10; 7,14; 8,9
121: 1,7; 1,9; 1,13; 2,8; 2,9; 2,10; 3,8; 3,11; 3,12; 4,10; 4,11; 4,14; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,10; 7,11; 8,9
122: 1,7; 1,9; 1,11; 2,8; 2,9; 2,10; 3,8; 3,12; 3,13; 4,10; 4,12; 4,14; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,10; 7,11; 8,9
123: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,11; 4,12; 4,14; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,13; 8,9
124: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,9; 3,11; 4,10; 4,11; 4,12; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,13; 7,14; 8,9
125: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,9; 3,14; 4,10; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,12; 7,13; 8,9
126: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,10; 4,11; 4,12; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,13; 7,14; 8,9
127: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,10; 4,11; 4,13; 5,11; 5,12; 5,14; 6,12; 6,13; 6,14; 7,13; 7,14; 8,9
128: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,10; 4,11; 4,13; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,14; 8,9
129: 1,7; 1,11; 1,12; 2,8; 2,9; 2,10; 3,8; 3,9; 3,10; 4,10; 4,12; 4,13; 5,11; 5,13; 5,14; 6,12; 6,13; 6,14; 7,11; 7,14; 8,9
130: 1,7; 1,10; 1,11; 2,8; 2,9; 2,10; 3,8; 3,9; 3,14; 4,11; 4,12; 4,13; 5,12; 5,13; 5,14; 6,12; 6,13; 6,14; 7,10; 7,11; 8,9
